0,0
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
16,16
17,17
18,18
19,19
20,20
21,21
22,22
23,23
24,24
25,25
26,26
27,27
28,28
29,29
30,30
31,31
32,32
33,33
34,34
35,35
36,36
37,37
38,38
39,39
40,40
41,41
42,42
43,43
44,44
45,45
46,46
47,47
48,48
49,49
50,50
51,51
52,52
53,53
54,54
55,55
56,56
57,57
58,58
59,59
60,60
61,61
62,62
63,63
64,64
65,65
66,66
67,67
68,68
69,69
70,70
71,71
72,72
73,73
74,74
75,75
76,76
77,77
78,78
79,79
80,80
81,81
82,82
83,83
84,84
85,85
86,86
87,87
88,88
89,89
90,90
91,91
92,92
93,93
94,94
95,95
96,96
97,97
98,98
99,99
100,100
101,101
102,102
103,103
104,104
105,105
106,106
107,107
108,108
109,109
110,110
111,111
112,112
113,113
114,114
115,115
116,116
117,117
118,118
119,119
120,120
121,121
122,122
123,123
124,124
125,125
126,126
127,127
128,128
129,129
130,130
131,131
132,132
133,133
134,134
135,135
136,136
137,137
138,138
139,139
140,140
141,141
142,142
143,143
144,144
145,145
146,146
147,147
148,148
149,149
150,150
151,151
152,152
153,153
154,154
155,155
156,156
157,157
158,158
159,159
160,160
161,161
162,162
163,163
164,164
165,165
166,166
167,167
168,168
169,169
170,170
171,171
172,172
173,173
174,174
175,175
176,176
177,177
178,178
179,179
180,180
181,181
182,182
183,183
184,184
185,185
186,186
187,187
188,188
189,189
190,190
191,191
192,192
193,193
194,194
195,195
196,196
197,197
198,198
199,199
200,200
201,201
202,202
203,203
204,204
205,205
206,206
207,207
208,208
209,209
210,210
211,211
212,212
213,213
214,214
215,215
216,216
217,217
218,218
219,219
220,220
221,221
222,222
223,223
224,224
225,225
226,226
227,227
228,228
229,229
230,230
231,231
232,232
233,233
234,234
235,235
236,236
237,237
238,238
239,239
240,240
241,241
242,242
243,243
244,244
245,245
246,246
247,247
248,248
249,249
250,250
251,251
252,252
253,253
254,254
255,255
256,256
257,257
258,258
259,259
260,260
261,261
262,262
263,263
264,264
265,265
266,266
267,267
268,268
269,269
270,270
271,271
272,272
273,273
274,274
275,275
276,276
277,277
278,278
279,279
280,280
281,281
282,282
283,283
284,284
285,285
286,286
287,287
288,288
289,289
290,290
291,291
292,292
293,293
294,294
295,295
296,296
297,297
298,298
299,299
300,300
301,301
302,302
303,303
304,304
305,305
306,306
307,307
308,308
309,309
310,310
311,311
312,312
313,313
314,314
315,315
316,316
317,317
318,318
319,319
320,320
321,321
322,322
323,323
324,324
325,325
326,326
327,327
328,328
329,329
330,330
331,331
332,332
333,333
334,334
335,335
336,336
337,337
338,338
339,339
340,340
341,341
342,342
343,343
344,344
345,345
346,346
347,347
348,348
349,349
350,350
351,351
352,352
353,353
354,354
355,355
356,356
357,357
358,358
359,359
360,360
361,361
362,362
363,363
364,364
365,0
366,1
367,2
368,3
369,4
370,5
371,6
372,7
373,8
374,9
375,10
376,11
377,12
378,13
379,14
380,15
381,16
382,17
383,18
384,19
385,20
386,21
387,22
388,23
389,24
390,25
391,26
392,27
393,28
394,29
395,30
396,31
397,32
398,33
399,34
400,35
401,36
402,37
403,38
404,39
405,40
406,41
407,42
408,43
409,44
410,45
411,46
412,47
413,48
414,49
415,50
416,51
417,52
418,53
419,54
420,55
421,56
422,57
423,58
424,59
425,60
426,61
427,62
428,63
429,64
430,65
431,66
432,67
433,68
434,69
435,70
436,71
437,72
438,73
439,74
440,75
441,76
442,77
443,78
444,79
445,80
446,81
447,82
448,83
449,84
450,85
451,86
452,87
453,88
454,89
455,90
456,91
457,92
458,93
459,94
460,95
461,96
462,97
463,98
464,99
465,100
466,101
467,102
468,103
469,104
470,105
471,106
472,107
473,108
474,109
475,110
476,111
477,112
478,113
479,114
480,115
481,116
482,117
483,118
484,119
485,120
486,121
487,122
488,123
489,124
490,125
491,126
492,127
493,128
494,129
495,130
496,131
497,132
498,133
499,134
500,135
501,136
502,137
503,138
504,139
505,140
506,141
507,142
508,143
509,144
510,145
511,146
512,147
513,148
514,149
515,150
516,151
517,152
518,153
519,154
520,155
521,156
522,157
523,158
524,159
525,160
526,161
527,162
528,163
529,164
530,165
531,166
532,167
533,168
534,169
535,170
536,171
537,172
538,173
539,174
540,175
541,176
542,177
543,178
544,179
545,180
546,181
547,182
548,183
549,184
550,185
551,186
552,187
553,188
554,189
555,190
556,191
557,192
558,193
559,194
560,195
561,196
562,197
563,198
564,199
565,200
566,201
567,202
568,203
569,204
570,205
571,206
572,207
573,208
574,209
575,210
576,211
577,212
578,213
579,214
580,215
581,216
582,217
583,218
584,219
585,220
586,221
587,222
588,223
589,224
590,225
591,226
592,227
593,228
594,229
595,230
596,231
597,232
598,233
599,234
600,235
601,236
602,237
603,238
604,239
605,240
606,241
607,242
608,243
609,244
610,245
611,246
612,247
613,248
614,249
615,250
616,251
617,252
618,253
619,254
620,255
621,256
622,257
623,258
624,259
625,260
626,261
627,262
628,263
629,264
630,265
631,266
632,267
633,268
634,269
635,270
636,271
637,272
638,273
639,274
640,275
641,276
642,277
643,278
644,279
645,280
646,281
647,282
648,283
649,284
650,285
651,286
652,287
653,288
654,289
655,290
656,291
657,292
658,293
659,294
660,295
661,296
662,297
663,298
664,299
665,300
666,301
667,302
668,303
669,304
670,305
671,306
672,307
673,308
674,309
675,310
676,311
677,312
678,313
679,314
680,315
681,316
682,317
683,318
684,319
685,320
686,321
687,322
688,323
689,324
690,325
691,326
692,327
693,328
694,329
695,330
696,331
697,332
698,333
699,334
700,335
701,336
702,337
703,338
704,339
705,340
706,341
707,342
708,343
709,344
710,345
711,346
712,347
713,348
714,349
715,350
716,351
717,352
718,353
719,354
720,355
721,356
722,357
723,358
724,359
725,360
726,361
727,362
728,363
729,364
730,0
731,1
732,2
733,3
734,4
735,5
736,6
737,7
738,8
739,9
740,10
741,11
742,12
743,13
744,14
745,15
746,16
747,17
748,18
749,19
750,20
751,21
752,22
753,23
754,24
755,25
756,26
757,27
758,28
759,29
760,30
761,31
762,32
763,33
764,34
765,35
766,36
767,37
768,38
769,39
770,40
771,41
772,42
773,43
774,44
775,45
776,46
777,47
778,48
779,49
780,50
781,51
782,52
783,53
784,54
785,55
786,56
787,57
788,58
789,59
790,60
791,61
792,62
793,63
794,64
795,65
796,66
797,67
798,68
799,69
800,70
801,71
802,72
803,73
804,74
805,75
806,76
807,77
808,78
809,79
810,80
811,81
812,82
813,83
814,84
815,85
816,86
817,87
818,88
819,89
820,90
821,91
822,92
823,93
824,94
825,95
826,96
827,97
828,98
829,99
830,100
831,101
832,102
833,103
834,104
835,105
836,106
837,107
838,108
839,109
840,110
841,111
842,112
843,113
844,114
845,115
846,116
847,117
848,118
849,119
850,120
851,121
852,122
853,123
854,124
855,125
856,126
857,127
858,128
859,129
860,130
861,131
862,132
863,133
864,134
865,135
866,136
867,137
868,138
869,139
870,140
871,141
872,142
873,143
874,144
875,145
876,146
877,147
878,148
879,149
880,150
881,151
882,152
883,153
884,154
885,155
886,156
887,157
888,158
889,159
890,160
891,161
892,162
893,163
894,164
895,165
896,166
897,167
898,168
899,169
900,170
901,171
902,172
903,173
904,174
905,175
906,176
907,177
908,178
909,179
910,180
911,181
912,182
913,183
914,184
915,185
916,186
917,187
918,188
919,189
920,190
921,191
922,192
923,193
924,194
925,195
926,196
927,197
928,198
929,199
930,200
931,201
932,202
933,203
934,204
935,205
936,206
937,207
938,208
939,209
940,210
941,211
942,212
943,213
944,214
945,215
946,216
947,217
948,218
949,219
950,220
951,221
952,222
953,223
954,224
955,225
956,226
957,227
958,228
959,229
960,230
961,231
962,232
963,233
964,234
965,235
966,236
967,237
968,238
969,239
970,240
971,241
972,242
973,243
974,244
975,245
976,246
977,247
978,248
979,249
980,250
981,251
982,252
983,253
984,254
985,255
986,256
987,257
988,258
989,259
990,260
991,261
992,262
993,263
994,264
995,265
996,266
997,267
998,268
999,269
1000,270
1001,271
1002,272
1003,273
1004,274
1005,275
1006,276
1007,277
1008,278
1009,279
1010,280
1011,281
1012,282
1013,283
1014,284
1015,285
1016,286
1017,287
1018,288
1019,289
1020,290
1021,291
1022,292
1023,293
1024,294
1025,295
1026,296
1027,297
1028,298
1029,299
1030,300
1031,301
1032,302
1033,303
1034,304
1035,305
1036,306
1037,307
1038,308
1039,309
1040,310
1041,311
1042,312
1043,313
1044,314
1045,315
1046,316
1047,317
1048,318
1049,319
1050,320
1051,321
1052,322
1053,323
1054,324
1055,325
1056,326
1057,327
1058,328
1059,329
1060,330
1061,331
